1769611524.408986, EfficientNetv2 S Imagenette training, pipeline, prepare, start
1769614829.577153, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614829.577415, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614829.577470, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614829.656857, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614829.657720, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614829.577069, 1, 25
1769614829.657802, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614829.657779, 1, 26
1769614829.657841, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614829.658127, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614829.658218, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614829.735929, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614829.736283, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614829.657779, 1, 26
1769614829.736397, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614829.736375, 1, 27
1769614829.736436, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614829.736746, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614829.736780, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614829.814920, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614829.815334, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614829.736375, 1, 27
1769614829.815437, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614829.815417, 1, 28
1769614829.815483, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614829.815772, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614829.815847, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614829.894741, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614829.895086, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614829.815417, 1, 28
1769614829.895181, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614829.895161, 1, 29
1769614829.895222, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614829.895438, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614829.895472, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614829.973572, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614829.973882, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614829.895161, 1, 29
1769614829.973967, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614829.973946, 1, 30
1769614829.974028, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614829.974289, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614829.974345, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.052759, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.053121, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614829.973946, 1, 30
1769614830.053196, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.053175, 1, 31
1769614830.053230, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.053507, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.053537, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.132165, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.132461, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.053175, 1, 31
1769614830.132535, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.132516, 1, 32
1769614830.132580, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.132858, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.132925, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.211788, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.212201, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.132516, 1, 32
1769614830.212285, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.212263, 1, 33
1769614830.212327, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.212565, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.212593, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.291189, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.291502, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.212263, 1, 33
1769614830.291596, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.291571, 1, 34
1769614830.291647, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.291933, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.292027, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.371189, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.371577, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.291571, 1, 34
1769614830.371649, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.371629, 1, 35
1769614830.371690, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.371955, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.371984, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.452123, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.452598, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.371629, 1, 35
1769614830.452680, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.452657, 1, 36
1769614830.452713, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.452979, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.453017, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.533086, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.533428, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.452657, 1, 36
1769614830.533534, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.533511, 1, 37
1769614830.533601, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.533840, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.533917, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.613915, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.614381, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.533511, 1, 37
1769614830.614457, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.614433, 1, 38
1769614830.614509, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.614776, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.614857, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.694275, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.694708, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.614433, 1, 38
1769614830.694792, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.694773, 1, 39
1769614830.694834, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.695096, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.695177, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.774127, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.774461, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.694773, 1, 39
1769614830.774604, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.774572, 1, 40
1769614830.774673, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.775071, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.775173, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.854944, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.855386, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.774572, 1, 40
1769614830.855476, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.855452, 1, 41
1769614830.855517, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.855783, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.855820, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614830.935082, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614830.935548, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.855452, 1, 41
1769614830.935650, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614830.935618, 1, 42
1769614830.935728, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614830.935999, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614830.936094, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.016241, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.016546, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614830.935618, 1, 42
1769614831.016614, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.016592, 1, 43
1769614831.016661, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.016949, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.017027, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.097459, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.097847, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.016592, 1, 43
1769614831.097954, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.097933, 1, 44
1769614831.098013, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.098297, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.098377, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.179013, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.179352, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.097933, 1, 44
1769614831.179488, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.179464, 1, 45
1769614831.179543, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.179838, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.179913, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.259263, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.259558, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.179464, 1, 45
1769614831.259663, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.259635, 1, 46
1769614831.259712, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.259999, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.260058, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.339084, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.339454, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.259635, 1, 46
1769614831.339527, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.339505, 1, 47
1769614831.339559, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.339860, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.339927, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.419491, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.419918, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.339505, 1, 47
1769614831.419995, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.419971, 1, 48
1769614831.420047, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.420300, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.420385, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.499146, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.499520, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.419971, 1, 48
1769614831.499598, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.499576, 1, 49
1769614831.499660, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.499908, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.499935, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.579991, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.580323, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.499576, 1, 49
1769614831.580451, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.580416, 1, 50
1769614831.580506, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.580784, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.580821, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.659847, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.660323, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.580416, 1, 50
1769614831.660407, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.660387, 1, 51
1769614831.660462, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.660711, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.660777, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.740190, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.740623, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.660387, 1, 51
1769614831.740715, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.740693, 1, 52
1769614831.740762, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.741020, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.741089, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.821600, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.822024, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.740693, 1, 52
1769614831.822115, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.822093, 1, 53
1769614831.822172, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.822439, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.822508, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.901569, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.902085, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.822093, 1, 53
1769614831.902166, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.902145, 1, 54
1769614831.902219, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.902487, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.902637, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614831.981753, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614831.982172, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.902145, 1, 54
1769614831.982269, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614831.982254, 1, 55
1769614831.982313, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614831.982641, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614831.982716, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.062808, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.063219, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614831.982254, 1, 55
1769614832.063345, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.063316, 1, 56
1769614832.063410, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.063640, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.063671, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.142480, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.142865, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.063316, 1, 56
1769614832.142981, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.142958, 1, 57
1769614832.143032, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.143334, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.143401, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.222630, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.223008, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.142958, 1, 57
1769614832.223123, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.223082, 1, 58
1769614832.223205, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.223474, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.223575, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.302772, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.303183, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.223082, 1, 58
1769614832.303255, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.303233, 1, 59
1769614832.303303, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.303559, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.303589, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.382449, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.382726, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.303233, 1, 59
1769614832.382806, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.382788, 1, 60
1769614832.382843, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.383148, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.383228, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.462669, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.463099, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.382788, 1, 60
1769614832.463215, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.463186, 1, 61
1769614832.463294, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.463611, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.463670, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.542778, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.543146, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.463186, 1, 61
1769614832.543315, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.543288, 1, 62
1769614832.543372, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.543637, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.543709, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.623210, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.623599, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.543288, 1, 62
1769614832.623683, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.623664, 1, 63
1769614832.623729, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.624010, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.624072, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.702928, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.703254, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.623664, 1, 63
1769614832.703327, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.703308, 1, 64
1769614832.703374, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.703649, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.703708, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.783409, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.783902, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.703308, 1, 64
1769614832.783982, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.783962, 1, 65
1769614832.784018, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.784385, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.784412, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.862952, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.863302, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.783962, 1, 65
1769614832.863404, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.863383, 1, 66
1769614832.863457, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.863785, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.863848, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614832.943660, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614832.944139, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.863383, 1, 66
1769614832.944227, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614832.944197, 1, 67
1769614832.944260, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614832.944517, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614832.944619, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.023557, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.023902, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614832.944197, 1, 67
1769614833.024017, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.023990, 1, 68
1769614833.024068, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.024342, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.024403, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.104564, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.104909, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.023990, 1, 68
1769614833.104990, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.104965, 1, 69
1769614833.105021, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.105252, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.105328, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.184617, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.184976, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.104965, 1, 69
1769614833.185068, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269953892152018081952942273980300333585, 1769614833.185042, 1, 70
1769614833.185118, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start
1769614833.185460, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end
1769614833.185501, EfficientNetv2 S Imagenette training, EfficientNet training, run, start
1769614833.264555, EfficientNetv2 S Imagenette training, EfficientNet training, run, end
1769614833.264971, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269953892152018081952942273980300333585, 1769614833.185042, 1, 70
